8633500	 19523,5403,17024
11612500	 15686,11244,11882
10966250	 18051
1114000	 24887
11114000	 29231,6988,20578,11882
2874500	 11244
6867750	 11244,26168,8148
887500	 23829,9195
154500	 23829,14550,11882,15383
5968250	 10308,26168
3661500	 8792
6266000	 15686
11734000	 17228
10598500	 23829,20578,24765
2364500	 24929
1953250	 23829,11244
10566000	 17228,22529
3009000	 21336,12688,22529,17959,5814
5293250	 19951,15945,23829,13281,27674,20143,624,7980,27670,21581,18362,20472,23120
11307500	 24060
364250	 1807,22218,18839,5912,16009,1439,27700,13518,5470,11244,25656,5883,14393,13942,15125,12251,3699,17920,1293,9532,7511,20506,26694,19574,15745,28899,2519,18572,2685,6951,16429,22043,10267,8826,16972,4452,9045
5239500	 11882
9163000	 21581,11244,24887
5915250	 2179,17986
980000	 11244
5994250	 8193
4423500	 23829,22950,11244
10944750	 17180,23829
2378500	 17180,3699
5170500	 23829,24887,11244
1909250	 11244
425500	 8693,11244
5642000	 11244,24765
1985250	 23829,20578
11496750	 17180
200250	 23829,29231,1752,4457,21849,20147,17547,10620,2457
2968250	 23829,17547
11321750	 905,11244,29
5957500	 15686,11244
7787500	 10353
4886500	 23829
5012750	 29231,13942,6582,14276,6362,28707
7163250	 23829
1911500	 19523,17547
434750	 7370,11244,5306
4716750	 6505,16865,9609,1807,20578,7542,15799,29437,18647,2267,3334,23049,11882,8758,6988,1031,5015,18200,12559,5150,8138,22925
5769750	 23829,6630,11244,14694,26087
2626250	 15686,11244,11882
11493000	 22529
3326250	 24887,11244,22529
5238000	 2267,3334,9250,8758,22314,4986,15799,12687,15796,11489,5150,8138
10312750	 17228,20143
3404000	 19951,29231,624,15945,27670,19767,10066,22529,2764,7980,23829
567250	 11244
11847750	 23829
8730250	 10810,23829,10395,20506,13122,16242,17180,11244,18791,14227,26815,8851
380000	 10240,24242,3847,18001,17024,1440
4547500	 19523
5187750	 17228
7103000	 17228
9039750	 10810,11159,23516,25990,20626,3954,22994,4279,8148,17180,15217,1122,26607,5367,23829,6652,21723,19980,7297,24060,28286,15896,16302,12588,28438,8725,22621,18791,10999,18051,2498,5940
8573000	 19005,11244
4256000	 19523,11244
7143250	 20643,14227
4852500	 10810,23829,27849,29377,22720,26077,141,5820,2008,23198,15859,3857,17228,5585
8940500	 11244
10095000	 19951,624,15945,27670,17228,7980
417250	 15686,11244
5139250	 11244
9069000	 8693,17228
9179500	 2498,23198
9782500	 15686,11244
5143250	 23829,20578,11882
11313000	 11244
6205000	 8693,905,22246,29
4378500	 19523,11882
9351750	 23829
3282250	 17180,11244,23013,10308
4336750	 23829
2852250	 19523,905,11244,29
7218000	 11244
10592000	 17228
3257000	 11244
4956000	 24887
12386500	 23549,2179,26288
4625750	 23829
981000	 23829,11244,24765
8910750	 19523
8243500	 905,29,18273
3734250	 3308,14242
848500	 905,29
3981750	 17180
9946250	 15423
9103250	 23829,29231,11244
11300000	 905,29
2870250	 905,29,11882,6132
6264750	 24571,18200,20578,11882,29231
5491500	 17180,11244,20506,11882,24765
3249250	 11244
4153000	 23829,19005,24887
8799750	 17228,11244
12234750	 20578,11882
1724250	 5833,17228
10539250	 9914,19105,22147,20519,12486,8992,27659,23019,19867,22024,21628,24093,6596,3913,7469,21146,2349,24060,17572,1031,3766,18782,11659,24180,876,8385,4351,7119,26168,3362,14788,22439,22576,8148,10409,15718,9045,17348,5367,6160,23525,6163,15549,26169,6655,17127,15142,207,25994,20641,25666,17550,23480,24009,1041,21581,7976,15155,1739,10788
8529750	 24887,905,29,24765
11494250	 26168
4195500	 24887,20506
4967250	 19005,24715
8033500	 11882,18200
7715000	 17228
7060500	 19993
11225500	 23829,29231,11244,15686,11882
4317250	 23829
11711250	 9914,22179,28945,27056,12433
1140750	 19005,20143
4193750	 11244
3952000	 15686,23829
3573750	 24765
12173500	 9914,29231,23829,11882,21867,5283,24060,21377,8148,17180,18200,14097,5883,2836
4850000	 23829
4844000	 23829,17180,11826,11244,20578
5697750	 29231,2179,11882,18200,24571,20578
6258500	 5403,8148
745750	 19523
10401500	 15218,27257
11730000	 6175,6098
11761750	 8226,5403
7657250	 17180,29202,8148,3699
7892000	 23829
140500	 8637,24765,12688
8040000	 20143
10297000	 27965,22900,26607,2568,20918,29202,22994,26973,26485,22499,16429,6951,8097,3178,16972,24887,13883,13394,24506,1630,1034
1086750	 17228
5898500	 22621,20506
6257000	 23829,11244
3684750	 11244
4922750	 17180,21899,3861,6219,787,8692,10066,27153
3861500	 6288,6294,8202,5814,7048,12486,25142,12447,18086,12209,17457,26585,5594,18540,3300,15637,27955,3441,27810,6152,20996,8156,20343,13112,23045,29204,8725,20190,25510,15859,28244,1902,7748,14960,5592,611,281,17547,23094,6864,22804,8148,17180,27737,7727,6348,28087,11565,24060,15478,17228,23525,29437,6591,3462,15021,7019,27821,22950,27437,22179,29385,15811,707,28945,24461,16952
3310750	 20143
8822250	 22621
3787750	 9914,4389,684,2916,13776,22246,25666,28221,16821,7542,20641,8148,28166,905,19539,29437,2437,17699,4551,24060,20718,26973,22499,1261,29,19217,1902,5053,11665,4452,1366
29750	 23829
11131750	 20143,28876,20578
7927750	 17228
6849750	 15686,17180,11244,23829
835000	 17228,11244
8163500	 17228
3293750	 19005
7588000	 23829,24887
10393750	 19005,17228,10308
3520000	 11244
11701500	 24060,11244
10933250	 9472
9982500	 15686,24765
887750	 17180,11244
5959000	 23829,26660,28286,25755,11882
3963750	 19005,11244
8096750	 28876,14550,15383
2187500	 17228,24461
10229250	 17547,11882
9121750	 5592,11244,20506,17547,18086,26585,17228,23525,12447,1880
10696000	 11244
439000	 24887,17228,11244
10592750	 23829,20143
2316250	 11244
969750	 23829,11244
1324500	 17228,20506,15859
731750	 5574,19980,3954,15896,7843,2685,9209,13518,8725,23198,8148,25990,12251,28825,2498
6458500	 26800,15745,26168,6007,20454,819,11204,7360,3827,13518,15711,29377,7467,5357,11061,14161,19574,25329,21332,26077,16390,2685,26172,1241,3854,20966,13039,10788
1499750	 20578
4184250	 17180,20143,19989
620500	 10308,11244,8148
5962750	 23829,24887,15811
5226500	 7019,8725,611
8051750	 23829,11244
6848750	 6163,26607,27950,22994,20143,20578,15155,18086,9072,27020,20717,17348,14925,17228,25643,23829,17180,3528,20506,936,18018,18692,23295,6167,3886,6690,8625,3071
8909750	 15686,11244
1661750	 23829,17228,11244,18086
5108000	 23829,11244
2756000	 23829
5078750	 23829,11244
8617500	 23829
9288000	 6988
6301250	 20506
9076750	 15686,24887,27056
3892750	 24887,3699,14242
7450000	 905,11244,29
8435250	 8693,5367,11244
1104500	 24765
10052000	 5403,11882
5354000	 15686
11022500	 9195,3308,20143
6247250	 905,11244,29
10057000	 3821,28885
2807500	 23829,17547
1110750	 6305,9072,10647,24780
9586500	 23829
1782250	 20578,18200
9782000	 11244
5292000	 519,7843
5847500	 11244,15811
69500	 11244
4399750	 7119,8230,22804
8123500	 22950
5037000	 11244
19500	 19005,11244
1531250	 19005
1046250	 23829,905,29
8216500	 905,24765,29,24887
5110750	 19005
10322250	 27443,9532,29,19344,905,18273
8702500	 9209,28825,19980,25990,17228,2498,8148
3148500	 15686
12275500	 23829,11244
6766250	 905,29,11882
12215000	 11244,11882
2808500	 11244,20506
965500	 10702,17228
10492250	 11244
8324500	 11244,26168
11625250	 5820,2519,5009
7375000	 11244
6780500	 17180
6400000	 8693
3010000	 398,11882,12688
4370750	 10810,28438,11244,519,22529,10788
393250	 29231
9671750	 23829,29231,11244,11882,15686,20578
12015000	 3817,1010,26087
11111500	 26168,2323,22720,2008,15904,4354,905,24409,27161,22499,10928,24887,27681,26973,8489,18692,6167,16100,29,15911,8692,1385
4963500	 20578
405000	 23829,29231,11244,14242
2033500	 17228
8666500	 22950
11936000	 905,17228,29
452750	 17180,20143,20578
9437500	 23829
7797000	 905,11244,29
5336750	 23829,24887,11244,17547
11535500	 11244
266500	 21336
2198750	 23829,24765
563500	 17228
3344750	 23829
10443000	 905,17547,29
8845250	 23829,20506
11440500	 23829
9173750	 11244,20578
5735000	 17228
599750	 23829,24503
7184500	 3847,17228,11244,11882
12337750	 11244
11352000	 905,29
1971500	 19523,11244
5812000	 23115,22314,9250,1807,24887,3308,6988,15796,4750,12687,14766,28793,29261,11489,5150,5015,4986
2797750	 11201,2729,6539,28616,5883,7119,20626,20955,8477,28221,10760,9834,29474,14242,16406,21936,2783,1803,9053,12588,24944,6951,15859,6384,10840,17958,27401
9015000	 9472,905,22246,29
12331000	 21098,20996,26258,1079,15434
6904000	 23829
239250	 20578,11882
12016750	 20143
4087750	 17228,22529
3977750	 22950,29231
11362000	 19005
5906250	 905,29
9706000	 10240
5068750	 26614
3913250	 23829
11947000	 19523,17228,11244
2891500	 29231,27277,9645,19043,14032,27950,22439,17547,141,9252,8479,29238,13734,28876,20333,25117,23021,28438,24608,14727,23829,10521,10706,11882,2349,18105,29225,20051,16302,25207,25510,25151,3710,23198,5936,11060
1244250	 26000,19005,2386,17228,20636,18086
12231250	 23829,19993
1528500	 22314,11244,11489,12687,15796,17232,141
5279750	 19523,11244
1724000	 17228
10064500	 23829
12377250	 23829,24765
8149250	 905,29
8555500	 10702,217,3308,14694
3149000	 23829,17547
9512750	 14242
9979000	 11244
791500	 23829,29231,11244
5440750	 11882
6654750	 17180,28876
5899750	 23829,11244
252500	 23829,24503,11882
9651250	 23829,24060
9436000	 2179,20578
12371000	 11244
2771250	 24887,29,905
12239250	 17180,27849,24887,17228,26077,5585
1173500	 23829,20578
11590500	 15686,11244
4770500	 11244
3054250	 11244,20143
4133750	 23829,29231,20578,11882
4782250	 24887
10845500	 9195,26168,8148
9720000	 24887,11244
7918750	 22950,11244
7016500	 11244,20506
7269250	 905,14550,29,15383,10647
11687000	 23829,9072,20506,23295,24571,27950,20578,8148,17180,18051,6101,14242,17228,24461
10533750	 11244
5742000	 23829,17180,11244
10588000	 24887,26168,3699
11527500	 23829,905,29,24887
6003750	 11244,20506,11882
2882750	 11244,24503
6874250	 23829,22643,26168,29377,15686,26077,17547,20578,11244,25641,3854,2437,5150,20367
3405000	 23829,24060,17547
3954500	 15686,29231,28876
1063000	 22950
3031750	 3759,11244
11747250	 17547,20367
8195000	 17228
12154500	 15686,17228
8792750	 11882
6234000	 23829,11244
2182750	 23829
11972750	 15686,23549,28876,8148
3396250	 24887,3699
10112000	 17228,24461
267250	 29385,16663,27153
10063000	 23829,24887,17180,11882
2386250	 9195,15173,3699,17081
7699500	 11244
3723750	 8725,15896,11882
7545250	 11244,20506
2492500	 17180,29231,24887
38250	 23829,905,11244,20578,29
5693000	 11244
746000	 17228
711500	 13772,20608,1432,4014,4067,19015,10841,6877,15856,15000,15637,12003,1266,5136,29065,19157,2790,21683,14849,22973,1106,7707,25403,19951,15507,26168,13352,1119,23831,14120,24323,19414,15716,5883,10934,22534,25866,23496,22305,13460,7601,21934,9365,15368,15811,25331,29154,10788,17231,7048,20683,11499,15491,9227,11018,20720,15711,8691,6133,3329,15652,16046,28710,25871,624,24751,12588,25360,12941,1241,14647,21561,7940,21326,13784,29364,14631,24844,9643,26267,3346,12680,14141,29524,12614,21983,21604,19905,14384,28839,2498,17458,25637,29316,6337,1170,18839,10097,9936,5303,21145,23198,11397,10194,14427,21974,13962,15281,12198,27117,1397,5054,7471,690,28563,23101,7637,14811,19993,1807,214,5574,23878,12110,28784,4217,8528,29437,20170,14248,23260,13054,8937,25994,22950,11775,2123,13118,25465,23548,17016,5315,22529,27046,16303,1015,22594,20626,25402,28754,17438,26308,9944,9398,16620,8294,7203,23829,9836,7350,3295,21578,27670,11278,12230,5053,9613,12184,6461,7568,10773,24009,29502,21548,8148,17450,6307,22346,7727,16621,16603,26140,22508,7812,23926,20706,20516,20389,7088,7297,24964,29041,29472,223,3460
9244000	 17180,6052,12486,27810,20506,22804,17228,23525,12447,1880
11283500	 22950
4921000	 11244
4376250	 5403,11882
4895250	 20143
12004000	 11826,12008
7600250	 11244
12061000	 29231,20578,11882,18200
6700250	 11244
9123500	 11244,10308
3014750	 23829,11244
854250	 11244
11129250	 20143
10069500	 11244,26168,11882
8528750	 23829,11244,29,11882,24887,905
8049000	 19523,20506
82250	 19993
832250	 905,29,24887
9716500	 23829
139000	 23829,2568,24060
341000	 15686
9592500	 11244
7921500	 7606,20143,15931
11874000	 23829,24765
11552750	 24887
5745000	 23829,26168
2940000	 23829,24887,11244,24765
7886000	 5367
9794000	 8148
4658500	 905,29
9694750	 23829,11244
10018000	 905,11244,29,8489
472000	 23829,28876
9842500	 19951,15945,624,7980,27670,11882,9195,23829
5780000	 15686,19005,27849,7475,8089
4852000	 17228,28876
1561250	 905,17228,11244,29
2921750	 905,1385,29,15911
2331750	 11244,17547
1247000	 24887,14694,8148
5655250	 11244
847750	 23829
11169500	 905,29
1793250	 19005
5846250	 8049,27965,1034
9972250	 11244,3699
1906000	 23829,5592,15499,11882,4457,15686,14073,24060,13122,4427,24765,12447,17772,2437
6497000	 24765
6233750	 19005
3363000	 19005
10302500	 23829,2372,11244,24060,17228,19523
8385000	 22950,5403,20578,11882,18200
1934750	 11244,20578,11882
1365000	 23829
1966250	 23829,11244,24765
5155750	 23829,11882
892500	 11244
1688750	 23829,24887,5592,26168,11882
7361250	 8148
6572500	 17228
6571750	 20578
1118250	 17180,905,15686,29
10261750	 19951,15945,624,611,3821,27670,26655,21604,17547,7980
8271000	 5592,29,6246,905,8446,22179,18273
6751750	 17180,24060
2788750	 11244
2704750	 17547
621500	 15686
573000	 22950,17228
2088000	 28876
10628500	 11244,23480
10234000	 23829,11882
1459750	 24571,20578,11882
1617250	 11244,27056,20506
7854500	 11244
799000	 24887
8997500	 23013,26168
5264500	 905,11244,29,11882,24765
7116750	 15811
3211250	 6701,15686,20143,23295
11984750	 23829,11244
4421250	 17180
9807250	 905,29
1074750	 23829,22950,17228,11244,20152
5910250	 12220,9532,16550,27272,26860,14266,15202,17402,8689,10014,6880,27153,22280,14482,9567,23103,11543,2683
5034000	 23829,17180,20578
6713250	 17180,23829,17547
12142750	 23829
6998500	 6988
6957500	 24887,5403
6571000	 23829,4418
11032250	 23013,20506
8745250	 22950,23829
2823250	 11244
776750	 11244
4047000	 23829
11535250	 23829,27950
2138750	 11882
4902250	 26077,15412,17228,7360,18086
2200750	 23829,11244
1181250	 23829
